item_ID,item_type,contains
43424,1,"[3,12,10]"
43425,0,"[3,10]"
43426,2,"[0,8,10,11]"
43427,0,"[0,8]"
43428,1,"[1,5,7]"
43429,2,"[2,9,16,8]"
43430,0,"[0,14]"
43431,0,"[0,7]"
43432,2,"[4,11,5,15]"
43433,0,"[0,7]"
43434,0,"[2,15]"
43435,1,"[2,7,6]"
43436,2,"[1,10,5,9]"
43437,1,"[0,13,15]"
43438,1,"[2,11,6]"
43439,1,"[3,7,16]"
43440,0,"[4,12]"
43441,1,"[4,6,16]"
43442,1,"[4,6,7]"
43443,0,"[2,11]"
43444,0,"[2,15]"
43445,0,"[1,5]"
43446,0,"[1,12]"
43447,0,"[1,12]"
43448,2,"[0,12,12,6]"
43449,0,"[1,14]"
43450,0,"[1,10]"
43451,1,"[4,10,5]"
43452,2,"[2,12,14,9]"
43453,0,"[4,14]"
43454,1,"[0,12,11]"
43455,2,"[2,15,14,6]"
43456,1,"[4,14,16]"
43457,1,"[1,6,12]"
43458,1,"[1,16,7]"
43459,2,"[2,9,6,10]"
43460,1,"[1,15,11]"
43461,0,"[2,8]"
43462,2,"[2,9,5,7]"
43463,3,[19]
43464,2,"[0,7,5,8]"
43465,2,"[0,15,9,9]"
43466,0,"[0,8]"
43467,2,"[2,13,12,7]"
43468,0,"[0,10]"
43469,1,"[1,10,8]"
43470,1,"[4,13,7]"
43471,0,"[3,11]"
43472,3,[19]
43473,0,"[2,13]"
43474,1,"[0,15,15]"
43475,2,"[2,13,12,14]"
43476,1,"[1,15,11]"
43477,2,"[1,5,10,15]"
43478,0,"[1,14]"
43479,2,"[4,15,7,14]"
43480,2,"[3,11,5,10]"
43481,0,"[1,5]"
43482,2,"[2,13,13,16]"
43483,2,"[3,8,16,13]"
43484,1,"[0,11,7]"
43485,1,"[4,13,9]"
43486,1,"[1,11,16]"
43487,2,"[2,9,10,8]"
43488,0,"[3,11]"
43489,3,[17]
43490,1,"[2,6,5]"
43491,0,"[1,7]"
43492,0,"[1,7]"
43493,0,"[2,10]"
43494,1,"[2,6,9]"
43495,2,"[3,13,9,15]"
43496,2,"[3,12,5,12]"
43497,0,"[1,16]"
43498,2,"[1,11,5,9]"
43499,0,"[2,13]"
43500,2,"[3,12,7,8]"
43501,0,"[3,10]"
43502,2,"[3,12,13,6]"
43503,0,"[4,14]"
43504,3,[17]
43505,2,"[2,11,6,10]"
43506,1,"[2,8,9]"
43507,2,"[4,15,8,9]"
43508,0,"[2,6]"
43509,0,"[1,12]"
43510,0,"[2,13]"
43511,1,"[4,15,5]"
43512,1,"[2,15,13]"
43513,2,"[1,9,7,15]"
43514,1,"[2,6,10]"
43515,2,"[1,15,11,12]"
43516,2,"[1,5,7,14]"
43517,0,"[1,8]"
43518,0,"[4,10]"
43519,0,"[2,6]"
43520,0,"[1,16]"
43521,1,"[4,8,7]"
43522,1,"[4,14,15]"
43523,2,"[3,10,7,10]"
43524,3,[19]
43525,1,"[1,8,14]"
43526,1,"[0,7,13]"
43527,1,"[2,14,10]"
43528,0,"[2,13]"
43529,0,"[2,8]"
43530,1,"[4,14,11]"
43531,2,"[1,11,14,10]"
43532,2,"[3,8,11,6]"
43533,0,"[4,13]"
43534,1,"[4,16,8]"
43535,1,"[2,12,11]"
43536,1,"[2,13,15]"
43537,0,"[0,16]"
43538,2,"[2,8,16,11]"
43539,1,"[2,11,8]"
43540,1,"[1,5,9]"
43541,2,"[2,15,15,5]"
43542,1,"[1,12,7]"
43543,0,"[2,14]"
43544,0,"[1,8]"
43545,0,"[0,6]"
43546,1,"[3,12,14]"
43547,0,"[0,5]"
43548,1,"[2,5,11]"
43549,2,"[1,7,12,10]"
43550,0,"[4,7]"
43551,1,"[2,16,12]"
43552,1,"[2,7,8]"
43553,1,"[4,16,5]"
43554,1,"[1,13,7]"
43555,1,"[4,14,12]"
43556,2,"[3,15,16,9]"
43557,0,"[3,9]"
43558,0,"[0,9]"
43559,1,"[0,9,13]"
43560,2,"[3,12,9,9]"
43561,2,"[0,12,16,5]"
43562,0,"[0,9]"
43563,3,[18]
43564,0,"[0,11]"
43565,1,"[0,10,6]"
43566,1,"[1,8,14]"
43567,0,"[3,13]"
43568,1,"[3,12,5]"
43569,0,"[2,5]"
43570,1,"[1,8,5]"
43571,0,"[1,12]"
43572,3,[19]
43573,0,"[0,6]"
43574,1,"[1,15,5]"
43575,0,"[0,12]"
43576,0,"[2,11]"
43577,0,"[0,14]"
43578,0,"[3,10]"
43579,1,"[1,12,10]"
43580,2,"[0,8,14,6]"
43581,1,"[1,5,5]"
43582,1,"[2,11,8]"
43583,1,"[4,6,15]"
43584,2,"[2,12,5,12]"
43585,2,"[0,16,9,5]"
43586,2,"[2,12,13,6]"
43587,0,"[0,6]"
43588,1,"[0,16,12]"
43589,1,"[1,7,11]"
43590,0,"[4,10]"
43591,1,"[4,15,15]"
43592,2,"[1,14,5,9]"
43593,1,"[1,16,10]"
43594,1,"[3,7,6]"
43595,0,"[1,5]"
43596,1,"[0,6,6]"
43597,2,"[4,6,8,10]"
43598,2,"[3,6,11,14]"
43599,0,"[4,15]"
43600,0,"[3,6]"
43601,1,"[2,12,14]"
43602,2,"[1,5,16,15]"
43603,0,"[1,5]"
43604,1,"[3,13,12]"
43605,2,"[0,12,5,12]"
43606,1,"[2,9,5]"
43607,1,"[1,14,14]"
43608,1,"[3,10,6]"
43609,0,"[0,6]"
43610,0,"[0,7]"
43611,1,"[2,6,6]"
43612,2,"[0,16,10,11]"
43613,2,"[4,7,10,12]"
43614,1,"[4,12,15]"
43615,3,[17]
43616,1,"[4,7,12]"
43617,1,"[2,8,16]"
43618,2,"[4,9,9,15]"
43619,2,"[4,10,12,13]"
43620,1,"[2,10,16]"
43621,0,"[2,7]"
43622,2,"[4,10,12,5]"
43623,0,"[4,8]"
43624,0,"[3,7]"
43625,0,"[4,11]"
43626,1,"[2,15,9]"
43627,2,"[1,15,12,8]"
43628,2,"[3,12,10,9]"
43629,1,"[1,12,8]"
43630,0,"[4,10]"
43631,3,[18]
43632,2,"[2,16,6,7]"
43633,2,"[3,13,16,12]"
43634,1,"[1,16,12]"
43635,0,"[4,9]"
43636,1,"[1,15,13]"
43637,0,"[0,10]"
43638,0,"[1,14]"
43639,1,"[0,12,14]"
43640,0,"[3,13]"
43641,0,"[3,13]"
43642,2,"[3,7,9,14]"
43643,2,"[4,8,7,10]"
43644,1,"[1,9,11]"
43645,1,"[0,5,11]"
43646,0,"[3,8]"
43647,1,"[0,8,8]"
43648,3,[18]
43649,1,"[2,10,12]"
43650,0,"[3,8]"
43651,0,"[3,9]"
43652,2,"[2,14,7,7]"
43653,2,"[3,13,11,14]"
43654,1,"[3,10,16]"
43655,0,"[4,12]"
43656,2,"[3,16,16,10]"
43657,2,"[3,10,14,8]"
43658,1,"[0,16,6]"
43659,2,"[3,15,13,7]"
43660,0,"[3,10]"
43661,2,"[4,13,14,15]"
43662,0,"[0,11]"
43663,0,"[3,10]"
43664,1,"[2,11,6]"
43665,1,"[2,9,12]"
43666,0,"[3,10]"
43667,0,"[4,6]"
43668,0,"[4,14]"
43669,1,"[3,6,16]"
43670,2,"[4,16,15,13]"
43671,1,"[4,13,10]"
43672,0,"[3,8]"
43673,2,"[1,10,12,8]"
43674,0,"[0,5]"
43675,0,"[3,15]"
43676,3,[17]
43677,3,[18]
43678,0,"[0,14]"
43679,0,"[2,14]"
43680,1,"[2,5,5]"
43681,2,"[2,9,10,10]"
43682,0,"[4,6]"
43683,1,"[1,12,11]"
43684,0,"[1,5]"
43685,0,"[3,10]"
43686,0,"[4,5]"
43687,0,"[3,16]"
43688,0,"[2,15]"
43689,1,"[4,5,12]"
43690,1,"[2,5,12]"
43691,2,"[3,10,10,10]"
43692,3,[18]
43693,2,"[2,10,8,10]"
43694,2,"[2,5,15,16]"
43695,2,"[0,16,10,16]"
43696,1,"[3,16,9]"
43697,1,"[4,5,11]"
43698,1,"[0,16,11]"
43699,0,"[0,9]"
43700,2,"[0,8,15,7]"
43701,2,"[3,8,11,8]"
43702,0,"[2,10]"
43703,0,"[0,12]"
43704,1,"[4,7,14]"
43705,0,"[1,15]"
43706,0,"[0,8]"
43707,1,"[0,15,15]"
43708,1,"[4,7,9]"
43709,0,"[0,6]"
43710,1,"[1,14,13]"
43711,1,"[3,15,10]"
43712,0,"[4,8]"
43713,0,"[4,6]"
43714,1,"[1,12,13]"
43715,2,"[1,5,14,16]"
43716,0,"[0,13]"
43717,0,"[3,13]"
43718,2,"[0,14,15,5]"
43719,3,[19]
43720,0,"[2,6]"
43721,0,"[0,16]"
43722,1,"[4,12,16]"
43723,1,"[1,11,15]"
43724,2,"[3,9,16,6]"
43725,2,"[1,9,13,8]"
43726,2,"[0,7,13,5]"
43727,0,"[3,15]"
43728,2,"[0,8,13,9]"
43729,0,"[0,16]"
43730,0,"[2,16]"
43731,0,"[1,9]"
43732,0,"[2,10]"
43733,2,"[4,8,5,15]"
43734,2,"[4,12,10,12]"
43735,1,"[2,14,5]"
43736,0,"[3,7]"
43737,0,"[1,12]"
43738,1,"[0,16,11]"
43739,1,"[1,8,13]"
43740,0,"[0,7]"
43741,0,"[0,16]"
43742,1,"[1,6,16]"
43743,0,"[2,5]"
43744,1,"[2,7,10]"
43745,3,[17]
43746,3,[19]
43747,1,"[0,10,7]"
43748,2,"[4,6,7,11]"
43749,2,"[4,14,7,14]"
43750,0,"[4,6]"
43751,2,"[2,16,9,8]"
43752,1,"[1,13,13]"
43753,3,[17]
43754,2,"[0,11,9,8]"
43755,1,"[4,8,8]"
43756,2,"[2,13,13,12]"
43757,0,"[1,7]"
43758,0,"[0,14]"
43759,0,"[4,7]"
43760,2,"[4,15,10,13]"
43761,0,"[0,15]"
43762,2,"[4,10,13,16]"
43763,1,"[4,10,16]"
43764,0,"[3,7]"
43765,3,[17]
43766,0,"[0,15]"
43767,1,"[1,5,13]"
43768,0,"[3,13]"
43769,2,"[0,13,5,15]"
43770,3,[17]
43771,0,"[4,7]"
43772,2,"[1,6,16,9]"
43773,2,"[4,12,6,12]"
43774,0,"[3,5]"
43775,0,"[3,7]"
43776,0,"[1,14]"
43777,0,"[2,16]"
43778,0,"[1,13]"
43779,1,"[1,8,7]"
43780,2,"[4,15,11,15]"
43781,1,"[1,5,7]"
43782,0,"[1,15]"
43783,2,"[2,7,16,12]"
43784,0,"[2,11]"
43785,2,"[1,5,11,16]"
43786,1,"[4,11,8]"
43787,1,"[4,16,5]"
43788,0,"[2,10]"
43789,0,"[4,15]"
43790,2,"[1,16,14,15]"
43791,0,"[3,9]"
43792,1,"[2,10,8]"
43793,2,"[1,12,5,16]"
43794,2,"[2,14,8,6]"
43795,1,"[0,14,5]"
43796,2,"[1,13,14,7]"
43797,1,"[1,13,5]"
43798,3,[17]
43799,2,"[0,5,8,11]"
43800,1,"[3,10,5]"
43801,0,"[2,7]"
43802,2,"[0,12,9,7]"
43803,2,"[1,16,10,5]"
43804,0,"[0,15]"
43805,0,"[0,14]"
43806,1,"[2,13,11]"
43807,2,"[4,12,15,10]"
43808,2,"[3,11,7,12]"
43809,2,"[2,11,15,7]"
43810,1,"[2,9,10]"
43811,2,"[2,5,11,8]"
43812,2,"[0,11,10,8]"
43813,0,"[1,14]"
43814,0,"[1,14]"
43815,2,"[0,6,5,14]"
43816,2,"[2,10,9,5]"
43817,1,"[0,9,9]"
43818,3,[18]
43819,0,"[4,9]"
43820,0,"[3,10]"
43821,2,"[0,15,8,8]"
43822,2,"[4,9,10,7]"
43823,0,"[3,6]"
43824,2,"[2,11,8,9]"
43825,0,"[1,14]"
43826,1,"[0,5,13]"
43827,1,"[4,5,9]"
43828,0,"[3,8]"
43829,1,"[0,12,11]"
43830,2,"[4,7,6,10]"
43831,1,"[4,12,13]"
43832,1,"[4,8,10]"
43833,0,"[3,14]"
43834,0,"[3,7]"
43835,1,"[3,9,16]"
43836,0,"[2,14]"
43837,0,"[0,5]"
43838,0,"[2,16]"
43839,0,"[2,16]"
43840,0,"[2,9]"
43841,0,"[3,9]"
43842,0,"[2,11]"
43843,1,"[3,7,15]"
43844,2,"[0,9,8,9]"
43845,1,"[0,6,12]"
43846,0,"[3,14]"
43847,1,"[1,11,16]"
43848,2,"[1,15,7,12]"
43849,0,"[1,13]"
43850,0,"[2,7]"
43851,2,"[1,7,10,14]"
43852,2,"[1,10,6,15]"
43853,0,"[1,12]"
43854,2,"[3,5,16,10]"
43855,0,"[2,7]"
43856,0,"[0,10]"
43857,1,"[4,15,8]"
43858,2,"[0,10,6,6]"
43859,3,[19]
43860,0,"[4,16]"
43861,0,"[2,8]"
43862,0,"[0,10]"
43863,3,[17]
43864,1,"[2,13,11]"
43865,1,"[4,16,11]"
43866,1,"[4,6,14]"
43867,0,"[1,11]"
43868,2,"[0,13,5,10]"
43869,1,"[0,12,13]"
43870,0,"[0,15]"
43871,0,"[0,13]"
43872,0,"[2,9]"
43873,0,"[3,10]"
43874,0,"[1,14]"
43875,2,"[1,6,8,15]"
43876,0,"[1,6]"
43877,0,"[4,6]"
43878,1,"[4,10,8]"
43879,1,"[3,14,14]"
43880,0,"[2,5]"
43881,2,"[2,12,16,6]"
43882,3,[17]
43883,0,"[4,11]"
43884,0,"[1,5]"
43885,0,"[4,8]"
43886,3,[17]
43887,1,"[3,11,14]"
43888,0,"[0,14]"
43889,0,"[4,16]"
43890,0,"[1,13]"
43891,0,"[3,12]"
43892,0,"[2,5]"
43893,1,"[3,12,6]"
43894,0,"[0,7]"
43895,1,"[0,5,13]"
43896,1,"[4,9,12]"
43897,0,"[3,14]"
43898,0,"[3,12]"
43899,1,"[4,10,12]"
43900,2,"[1,12,9,8]"
43901,2,"[4,12,5,11]"
43902,1,"[1,11,6]"
43903,1,"[4,5,8]"
43904,2,"[3,16,13,8]"
43905,2,"[4,16,12,10]"
43906,0,"[2,16]"
43907,2,"[4,6,14,15]"
43908,0,"[2,12]"
43909,1,"[4,14,8]"
43910,1,"[4,6,5]"
43911,0,"[2,9]"
43912,1,"[4,14,16]"
43913,1,"[4,8,5]"
43914,2,"[4,6,10,6]"
43915,1,"[4,9,5]"
43916,0,"[1,14]"
43917,1,"[4,10,15]"
43918,2,"[4,10,9,9]"
43919,0,"[4,11]"
43920,0,"[0,12]"
43921,2,"[1,16,7,11]"
43922,1,"[1,9,6]"
43923,0,"[4,11]"
43924,0,"[0,11]"
43925,2,"[1,8,9,10]"
43926,3,[19]
43927,0,"[2,8]"
43928,0,"[1,7]"
43929,0,"[1,16]"
43930,1,"[2,13,15]"
43931,0,"[2,14]"
43932,0,"[4,13]"
43933,0,"[4,7]"
43934,1,"[0,6,13]"
43935,1,"[0,15,6]"
43936,3,[18]
43937,0,"[1,14]"
43938,2,"[2,5,8,15]"
43939,1,"[4,15,6]"
43940,1,"[4,6,13]"
43941,1,"[4,7,8]"
43942,2,"[4,5,8,10]"
43943,1,"[3,5,5]"
43944,0,"[1,13]"
43945,1,"[1,10,14]"
43946,1,"[1,8,11]"
43947,1,"[0,6,8]"
43948,0,"[0,10]"
43949,0,"[0,12]"
43950,3,[19]
43951,2,"[3,6,8,8]"
43952,1,"[1,7,15]"
43953,1,"[4,13,5]"
43954,2,"[1,14,5,11]"
43955,1,"[1,16,12]"
43956,0,"[1,15]"
43957,1,"[3,16,15]"
43958,0,"[0,14]"
43959,0,"[3,9]"
43960,2,"[2,13,7,12]"
43961,2,"[3,6,12,13]"
43962,0,"[4,6]"
43963,0,"[0,6]"
43964,2,"[2,13,15,6]"
43965,1,"[4,10,13]"
43966,2,"[0,6,8,12]"
43967,2,"[4,13,15,8]"
43968,0,"[3,16]"
43969,0,"[4,7]"
43970,0,"[2,13]"
43971,1,"[3,16,11]"
43972,0,"[0,15]"
43973,1,"[1,9,15]"
43974,0,"[1,5]"
43975,2,"[0,7,11,11]"
43976,0,"[1,10]"
43977,0,"[0,5]"
43978,1,"[2,12,8]"
43979,1,"[2,16,8]"
43980,0,"[2,13]"
43981,1,"[4,7,12]"
43982,0,"[0,16]"
43983,2,"[2,9,5,15]"
43984,3,[19]
43985,0,"[3,10]"
43986,0,"[0,6]"
43987,0,"[2,14]"
43988,0,"[0,10]"
43989,1,"[3,13,10]"
43990,0,"[3,10]"
43991,0,"[1,14]"
43992,2,"[4,6,13,7]"
43993,1,"[3,7,14]"
43994,3,[19]
43995,2,"[4,8,16,7]"
43996,0,"[2,9]"
43997,0,"[4,12]"
43998,0,"[0,16]"
43999,1,"[4,16,12]"
44000,1,"[1,7,7]"
44001,1,"[0,11,16]"
44002,2,"[2,9,6,13]"
44003,1,"[0,8,14]"
44004,0,"[4,6]"
44005,0,"[1,6]"
44006,0,"[3,14]"
44007,1,"[3,15,14]"
44008,0,"[4,7]"
44009,1,"[0,12,11]"
44010,0,"[4,5]"
44011,2,"[4,5,8,5]"
44012,0,"[2,16]"
44013,3,[18]
44014,1,"[3,10,8]"
44015,0,"[4,16]"
44016,2,"[1,13,8,5]"
44017,0,"[3,9]"
44018,2,"[4,5,16,8]"
44019,1,"[0,14,13]"
44020,0,"[1,11]"
44021,0,"[2,11]"
44022,0,"[4,16]"
44023,0,"[1,16]"
44024,1,"[3,8,7]"
44025,2,"[3,13,5,14]"
44026,1,"[2,10,5]"
44027,0,"[2,12]"
44028,3,[19]
44029,0,"[4,16]"
44030,0,"[1,13]"
44031,2,"[1,13,5,10]"
44032,0,"[4,11]"
44033,2,"[1,11,13,13]"
44034,0,"[3,11]"
44035,0,"[3,5]"
44036,1,"[0,15,9]"
44037,1,"[2,6,12]"
44038,1,"[3,11,14]"
44039,0,"[4,13]"
44040,2,"[1,15,10,16]"
44041,0,"[3,15]"
44042,2,"[0,9,7,14]"
44043,0,"[2,11]"
44044,1,"[1,10,5]"
44045,0,"[0,14]"
44046,0,"[3,13]"
44047,0,"[2,10]"
44048,3,[17]
44049,2,"[1,6,5,14]"
44050,0,"[2,8]"
44051,0,"[1,7]"
44052,1,"[0,11,10]"
44053,0,"[3,6]"
44054,2,"[1,6,13,8]"
44055,3,[18]
44056,1,"[4,12,8]"
44057,2,"[3,10,10,10]"
44058,0,"[0,14]"
44059,1,"[0,5,10]"
44060,2,"[3,16,10,15]"
44061,2,"[4,5,8,12]"
44062,1,"[3,14,14]"
44063,1,"[3,12,10]"
44064,0,"[0,13]"
44065,1,"[1,14,14]"
44066,0,"[3,10]"
44067,0,"[0,13]"
44068,1,"[3,16,5]"
44069,1,"[0,8,6]"
44070,3,[19]
44071,3,[18]
44072,0,"[3,7]"
44073,1,"[4,12,11]"
44074,1,"[3,10,10]"
44075,1,"[1,7,13]"
44076,1,"[4,11,10]"
44077,0,"[0,11]"
44078,0,"[1,14]"
44079,1,"[4,7,13]"
44080,1,"[3,9,14]"
44081,0,"[4,16]"
44082,1,"[0,6,13]"
44083,3,[18]
44084,0,"[4,14]"
44085,2,"[0,16,9,9]"
44086,2,"[2,6,12,16]"
44087,1,"[2,11,16]"
44088,1,"[2,7,5]"
44089,1,"[4,14,15]"
44090,1,"[0,13,14]"
44091,0,"[3,8]"
44092,0,"[1,9]"
44093,0,"[3,13]"
44094,2,"[2,15,12,15]"
44095,0,"[4,10]"
44096,1,"[0,8,6]"
44097,2,"[3,6,5,9]"
44098,1,"[0,10,11]"
44099,1,"[4,13,5]"
44100,2,"[1,7,5,11]"
44101,2,"[2,5,14,5]"
44102,2,"[4,5,8,12]"
44103,2,"[2,7,10,7]"
44104,0,"[0,6]"
44105,3,[18]
44106,2,"[0,10,14,12]"
44107,3,[18]
44108,2,"[2,10,12,13]"
44109,0,"[0,5]"
44110,1,"[4,10,12]"
44111,2,"[4,11,9,13]"
44112,1,"[4,13,5]"
44113,0,"[1,13]"
44114,1,"[4,9,12]"
44115,1,"[3,5,12]"
44116,2,"[3,11,14,10]"
44117,0,"[1,16]"
44118,2,"[4,14,10,12]"
44119,0,"[4,5]"
44120,0,"[4,5]"
44121,2,"[4,5,6,6]"
44122,2,"[0,7,14,7]"
44123,0,"[3,16]"
44124,0,"[3,7]"
44125,0,"[0,5]"
44126,2,"[0,9,8,5]"
44127,3,[18]
44128,0,"[2,16]"
44129,1,"[4,16,13]"
44130,1,"[3,15,13]"
44131,2,"[2,6,8,15]"
44132,0,"[0,14]"
44133,1,"[3,9,7]"
44134,2,"[0,9,6,14]"
44135,0,"[4,15]"
44136,2,"[1,13,15,8]"
44137,2,"[2,6,6,7]"
44138,0,"[0,12]"
44139,0,"[2,15]"
44140,2,"[3,9,8,5]"
44141,0,"[4,10]"
44142,1,"[3,10,9]"
44143,0,"[4,11]"
44144,0,"[1,15]"
44145,0,"[4,11]"
44146,0,"[2,10]"
44147,1,"[0,12,15]"
44148,2,"[4,6,11,7]"
44149,1,"[2,10,7]"
44150,2,"[2,8,10,13]"
44151,1,"[0,8,16]"
44152,0,"[3,9]"
44153,0,"[0,13]"
44154,0,"[3,7]"
44155,1,"[4,12,9]"
44156,1,"[4,5,8]"
44157,0,"[4,12]"
44158,2,"[4,13,13,11]"
44159,1,"[0,7,10]"
44160,1,"[4,16,10]"
44161,1,"[2,10,16]"
44162,2,"[4,5,14,13]"
44163,1,"[0,15,12]"
44164,0,"[2,13]"
44165,0,"[0,12]"
44166,2,"[0,11,11,10]"
44167,0,"[0,10]"
44168,1,"[4,8,7]"
44169,2,"[3,5,12,16]"
44170,1,"[2,5,11]"
44171,0,"[1,14]"
44172,1,"[3,11,5]"
44173,3,[17]
44174,0,"[0,11]"
44175,1,"[0,7,8]"
44176,1,"[3,15,11]"
44177,2,"[0,11,11,9]"
44178,1,"[0,9,7]"
44179,1,"[2,11,9]"
44180,0,"[1,15]"
44181,0,"[0,6]"
44182,1,"[2,10,6]"
44183,0,"[2,10]"
44184,2,"[4,16,10,9]"
44185,1,"[3,11,7]"
44186,0,"[3,9]"
44187,0,"[4,14]"
44188,2,"[1,6,6,14]"
44189,2,"[4,7,11,14]"
44190,1,"[1,13,7]"
44191,0,"[4,15]"
44192,2,"[1,8,16,16]"
44193,2,"[1,14,14,14]"
44194,2,"[1,14,5,13]"
44195,1,"[0,5,11]"
44196,0,"[3,5]"
44197,2,"[1,8,15,9]"
44198,0,"[3,12]"
44199,0,"[4,11]"
44200,1,"[1,13,6]"
44201,1,"[1,11,15]"
44202,0,"[1,12]"
44203,1,"[4,5,13]"
44204,0,"[4,16]"
44205,1,"[4,7,13]"
44206,1,"[2,11,11]"
44207,2,"[0,10,8,12]"
44208,0,"[0,11]"
44209,0,"[4,5]"
44210,1,"[4,8,12]"
44211,2,"[0,13,16,10]"
44212,1,"[1,9,13]"
44213,1,"[4,16,16]"
44214,1,"[4,15,16]"
44215,1,"[0,15,15]"
44216,0,"[3,16]"
44217,0,"[4,10]"
44218,1,"[0,6,7]"
44219,2,"[3,13,10,7]"
44220,0,"[0,7]"
44221,3,[18]
44222,2,"[2,8,12,7]"
44223,0,"[1,10]"
44224,2,"[4,12,9,5]"
44225,1,"[1,9,12]"
44226,0,"[2,11]"
44227,1,"[4,6,14]"
44228,1,"[3,8,12]"
44229,0,"[4,13]"
44230,0,"[4,8]"
44231,0,"[1,12]"
44232,0,"[2,16]"
44233,3,[19]
44234,2,"[1,8,5,15]"
44235,1,"[1,7,7]"
44236,0,"[1,9]"
44237,0,"[1,14]"
44238,1,"[0,9,13]"
44239,1,"[0,9,8]"
44240,1,"[4,12,15]"
44241,0,"[4,7]"
44242,0,"[4,5]"
44243,2,"[4,15,5,15]"
44244,0,"[1,15]"
44245,0,"[2,12]"
44246,0,"[0,15]"
44247,1,"[0,5,9]"
44248,0,"[4,9]"
44249,0,"[1,14]"
44250,1,"[2,11,13]"
44251,2,"[0,13,8,9]"
44252,0,"[3,10]"
44253,1,"[1,14,5]"
44254,0,"[4,12]"
44255,2,"[3,16,11,10]"
44256,2,"[2,16,14,13]"
44257,0,"[1,9]"
44258,0,"[4,6]"
44259,0,"[2,12]"
44260,2,"[0,5,9,12]"
44261,2,"[2,16,10,6]"
44262,0,"[1,6]"
44263,1,"[0,15,7]"
44264,0,"[3,10]"
44265,0,"[0,14]"
44266,3,[18]
44267,1,"[0,5,14]"
44268,2,"[0,11,6,15]"
44269,1,"[1,9,12]"
44270,1,"[3,6,16]"
44271,2,"[3,14,10,11]"
44272,0,"[4,13]"
44273,0,"[0,5]"
44274,0,"[1,12]"
44275,1,"[0,6,12]"
44276,1,"[1,11,8]"
44277,0,"[4,13]"
44278,2,"[4,5,10,6]"
44279,3,[19]
44280,1,"[3,5,11]"
44281,0,"[1,7]"
44282,1,"[3,15,13]"
44283,0,"[3,7]"
44284,1,"[3,14,13]"
44285,1,"[3,15,13]"
44286,1,"[1,9,8]"
44287,1,"[3,8,14]"
44288,1,"[0,12,9]"
44289,0,"[3,6]"
44290,1,"[3,10,7]"
44291,0,"[4,16]"
44292,2,"[2,11,5,7]"
44293,0,"[4,5]"
44294,2,"[0,15,10,14]"
44295,0,"[0,12]"
44296,0,"[0,16]"
44297,1,"[3,6,8]"
44298,1,"[3,13,13]"
44299,0,"[2,7]"
44300,0,"[3,10]"
44301,2,"[3,16,9,16]"
44302,1,"[0,7,11]"
44303,0,"[4,15]"
44304,0,"[4,12]"
44305,1,"[1,9,15]"
44306,0,"[2,13]"
44307,0,"[0,9]"
44308,0,"[3,7]"
44309,1,"[4,6,16]"
44310,0,"[3,12]"
44311,0,"[2,11]"
44312,2,"[2,8,13,11]"
44313,2,"[0,13,6,14]"
44314,0,"[2,7]"
44315,0,"[4,9]"
44316,2,"[4,11,11,13]"
44317,1,"[3,10,16]"
44318,1,"[0,13,10]"
44319,1,"[2,9,5]"
44320,0,"[0,15]"
44321,2,"[4,10,6,7]"
44322,0,"[3,10]"
44323,0,"[3,16]"
44324,1,"[1,6,9]"
44325,0,"[0,15]"
44326,2,"[0,13,9,13]"
44327,1,"[1,15,16]"
44328,0,"[4,12]"
44329,2,"[4,8,12,9]"
44330,1,"[1,5,12]"
44331,1,"[0,14,11]"
44332,0,"[2,6]"
44333,3,[18]
44334,2,"[2,14,16,12]"
44335,1,"[1,6,10]"
44336,2,"[1,12,5,16]"
44337,0,"[0,10]"
44338,2,"[3,9,12,9]"
44339,2,"[4,14,7,6]"
44340,1,"[3,5,16]"
44341,0,"[1,13]"
44342,1,"[4,5,12]"
44343,1,"[2,16,13]"
44344,2,"[1,11,13,8]"
44345,3,[17]
44346,1,"[4,12,15]"
44347,2,"[1,12,12,8]"
44348,3,[17]
44349,0,"[3,10]"
44350,0,"[1,14]"
44351,0,"[3,8]"
44352,1,"[3,14,14]"
44353,1,"[4,13,6]"
44354,0,"[4,15]"
44355,1,"[3,16,9]"
44356,0,"[2,15]"
44357,2,"[3,10,15,15]"
44358,2,"[3,11,14,10]"
44359,3,[19]
44360,0,"[1,15]"
44361,1,"[4,16,5]"
44362,0,"[4,8]"
44363,0,"[0,6]"
44364,2,"[0,9,16,11]"
44365,2,"[1,15,7,8]"
44366,2,"[1,15,13,11]"
44367,1,"[4,8,12]"
44368,2,"[3,8,13,7]"
44369,1,"[3,12,14]"
44370,2,"[0,11,12,5]"
44371,2,"[1,12,6,15]"
44372,3,[17]
44373,0,"[1,11]"
44374,1,"[1,11,9]"
44375,0,"[4,5]"
44376,0,"[3,13]"
44377,0,"[0,10]"
44378,0,"[3,13]"
44379,0,"[4,7]"
44380,1,"[0,12,13]"
44381,2,"[1,11,15,10]"
44382,0,"[0,9]"
44383,1,"[0,15,15]"
44384,2,"[1,13,15,5]"
44385,3,[18]
44386,1,"[1,16,5]"
44387,1,"[3,14,5]"
44388,3,[19]
44389,0,"[1,5]"
44390,1,"[0,14,12]"
44391,0,"[0,13]"
44392,1,"[0,8,8]"
44393,0,"[2,11]"
44394,1,"[3,5,8]"
44395,1,"[1,5,7]"
44396,2,"[4,10,10,16]"
